# This file contains a sequence of unicode symbols that can be displayed
# with Powerline Font. A unicode character could be inserted by pressing
# ctrl+shift u+(unicode code)+(space/enter/tab)

     0xE430
     0xE431
     0xE432
     0xE433
     0xE434
     0xE435
     0xE436
     0xE437
     0xE438
     0xE439
     0xE43A
     0xE43B
     0xE43C
     0xE43D
     0xE43E
     0xE43F
     0xE440
     0xE441
     0xE442
     0xE443
     0xE444
     0xE445
     0xE446
     0xE447
     0xE448
     0xE449
     0xE44A
     0xE44B
     0xE44C
     0xE44D
     0xE44E
     0xE44F
     0xE450
     0xE451
     0xE452
     0xE453
     0xE454
     0xE455
     0xE456
     0xE457
     0xE458
     0xE459
     0xE45A
     0xE45B
     0xE45C
     0xE45D
     0xE45E
     0xE45F
     0xE460
     0xE461
     0xE462
     0xE463
     0xE464
     0xE465
     0xE466
     0xE467
     0xE468
     0xE469
     0xE46A
     0xE46B
     0xE46C
     0xE46D
     0xE46E
     0xE46F
     0xE470
     0xE471
     0xE472
     0xE473
     0xE474
     0xE475
     0xE476
     0xE477
     0xE478
     0xE479
     0xE47A
     0xE47B
     0xE47C
     0xE47D
     0xE47E
     0xE48B
     0xE48C
     0xE48D
     0xE48E
     0xE48F
     0xE490
     0xE491
     0xE492
     0xE493
     0xE494
     0xE495
     0xE496
     0xE497
     0xE498
     0xE499
     0xE49A
     0xE49B
     0xE49C
     0xE49D
     0xE49E
     0xE49F
     0xE4A0
     0xE4A1
     0xE4A2
     0xE4A3
     0xE4A4
     0xE4A5
     0xE4A6
     0xE4A7
     0xE4A8
     0xE4A9
     0xE4AA
     0xE4AB
     0xE4AC
     0xE4AD
     0xE4AE
     0xE4AF
     0xE4B0
     0xE4B1
     0xE4B2
     0xE4B3
     0xE4B4
     0xE4B5
     0xE4B6
     0xE4B7
     0xE4B8
     0xE4B9
     0xE4BA
     0xE4BB
     0xE4BC
     0xE4BD
     0xE4BE
     0xE4BF
     0xE4C0
     0xE4C1
     0xE4C2
     0xE4C3
     0xE4C4
     0xE51D
     0xE51E
     0xE51F
     0xE520
     0xE521
     0xE522
     0xE523
     0xE524
     0xE525
     0xE526
     0xE527
     0xE528
     0xE529
     0xE52A
     0xE52B
     0xE52C
     0xE52D
     0xE52E
     0xE52F
     0xE530
     0xE531
     0xE532
     0xE533
     0xE548
     0xE549
     0xE54A
     0xE54B
     0xE54C
     0xE54D
     0xE54E
     0xE54F
     0xE550
     0xE551
     0xE552
     0xE553
     0xE554
     0xE555
     0xE556
     0xE557
     0xE558
     0xE559
     0xE55A
     0xE55B
     0xE55C
     0xE680
     0xE681
     0xE682
     0xE683
     0xE684
     0xE685
     0xE686
     0xE687
     0xE688
     0xE689
     0xE68A
     0xE68B
     0xE68C
     0xE68D
     0xE68E
     0xE68F
     0xE690
     0xE691
     0xE692
     0xE693
     0xE694
     0xE695
     0xE696
     0xE697
     0xE698
     0xE699
     0xE69A
     0xE69B
     0xE69C
     0xE69D
     0xE69E
     0xE69F
     0xE6A0
     0xE6A1
     0xE6A2
     0xE6A3
     0xEE69
     0xEE6A
     0xEE6B
     0xEE6C
     0xEE6D
     0xEE6E
     0xEE6F
     0xEE70
     0xEE71
     0xEE72
     0xEE73
     0xEE74
     0xEE75
     0xEE76
     0xEE77
     0xEE78
     0xEE79
     0xEE7A
     0xEE7B
     0xEE7C
     0xEE7D
     0xEE7E
     0xEE7F
     0xEE80
     0xEE81
     0xEE82
     0xEE83
     0xEE84
     0xEE85
     0xEE86
     0xEE87
     0xEE88
     0xEE89
     0xEE8A
     0xEE8B
     0xEE8C
     0xEE8D
     0xEE8E
     0xEE8F
     0xEE90
     0xEE91
     0xEE92
     0xEE93
     0xF031
     0xF032
     0xF033
     0xF034
     0xF035
     0xF036
     0xF037
     0xF038
     0xF039
     0xF03A
     0xF03B
     0xF03C
     0xF03D
     0xF03E
     0xF03F
     0xF040				Edit
     0xF041
     0xF042
     0xF043
     0xF044
     0xF045
     0xF046
     0xF047
     0xF048
     0xF049
     0xF04A
     0xF04B
     0xF04C
     0xF04D
     0xF04E
     0xF04F
     0xF050
     0xF051
     0xF052
     0xF053
     0xF054
     0xF055
     0xF056
     0xF057
     0xF058
     0xF059
     0xF05A
     0xF05B
     0xF05C
     0xF05D
     0xF05E
     0xF05F
     0xF060
     0xF061
     0xF062
     0xF063
     0xF064
     0xF065
     0xF066
     0xF067
     0xF068
     0xF069
     0xF06A
     0xF06B
     0xF06C
     0xF06D
     0xF06E
     0xF06F
     0xF070
     0xF071
     0xF072
     0xF073
     0xF074
     0xF075
     0xF076
     0xF077
     0xF078
     0xF079
     0xF07A
     0xF07B
     0xF07C
     0xF07D
     0xF07E
     0xF07F
     0xF080
     0xF081
     0xF082
     0xF083
     0xF084
     0xF085
     0xF086
     0xF087
     0xF088
     0xF089
     0xF08A
     0xF08B
     0xF08C
     0xF08D
     0xF08E
     0xF08F
     0xF090
     0xF091
     0xF092
     0xF093
     0xF094
     0xF095
     0xF096
     0xF097
     0xF098
     0xF099
     0xF09A
     0xF09B
     0xF09C
     0xF09D
     0xF09E
     0xF09F
     0xF0A0
     0xF0A1
     0xF0A2
     0xF0A3
     0xF0A4
     0xF0A5
     0xF0A6
     0xF0A7
     0xF0A8
     0xF0A9
     0xF0AA
     0xF0AB
     0xF0AC
     0xF0AD
     0xF0AE
     0xF0AF
     0xF0B0
     0xF0B1
     0xF0B2
     0xF0C0
     0xF0C1
     0xF0C2
     0xF0C3
     0xF0C4
     0xF0C5
     0xF0C6
     0xF0C7
     0xF0C8
     0xF0C9
     0xF0CA
     0xF0CB
     0xF0CC
     0xF0CD
     0xF0CE
     0xF0CF
     0xF0D0
     0xF0D1
     0xF0D2
     0xF0D3
     0xF0D4
     0xF0D5
     0xF0D6
     0xF0D7
     0xF0D8
     0xF0D9
     0xF0DA
     0xF0DB
     0xF0DC
     0xF0DD
     0xF0DE
     0xF0DF
     0xF0E0
     0xF0E1
     0xF0E2
     0xF0E3
     0xF0E4
     0xF0E5
     0xF0E6
     0xF0E7
     0xF0E8
     0xF0E9
     0xF0EA
     0xF0EB
     0xF0EC
     0xF0ED
     0xF0EE
     0xF0EF
     0xF0F0
     0xF0F1
     0xF0F2
     0xF0F3
     0xF0F4
     0xF0F5
     0xF0F6
     0xF0F7
     0xF0F8
     0xF0F9
     0xF0FA
     0xF0FB
     0xF0FC
     0xF0FD
     0xF0FE
     0xF0FF
     0xF100
     0xF101
     0xF102
     0xF103
     0xF104
     0xF105
     0xF106
     0xF107
     0xF108
     0xF109
     0xF10A
     0xF10B
     0xF10C
     0xF10D
     0xF10E
     0xF10F
     0xF110
     0xF111
     0xF112
     0xF113
     0xF114
     0xF115
     0xF116
     0xF117
     0xF118
     0xF119
     0xF11A
     0xF11B
     0xF11C
     0xF11D
     0xF11E
     0xF11F
     0xF120
     0xF121
     0xF122
     0xF123
     0xF124
     0xF125
     0xF126
     0xF127
     0xF128
     0xF129
     0xF12A
     0xF12B
     0xF12C
     0xF12D
     0xF12E
     0xF12F
     0xF130
     0xF131
     0xF132
     0xF133
     0xF134
     0xF135
     0xF136
     0xF137
     0xF138
     0xF139
     0xF13A
     0xF13B
     0xF13C
     0xF13D
     0xF13E
     0xF13F
     0xF140
     0xF141
     0xF142
     0xF143
     0xF144
     0xF145
     0xF146
     0xF147
     0xF148
     0xF149
     0xF14A
     0xF14B
     0xF14C
     0xF14D
     0xF14E
     0xF14F
     0xF150
     0xF151
     0xF152
     0xF153
     0xF154
     0xF155
     0xF156
     0xF157
     0xF158
     0xF159
     0xF15A
     0xF15B
     0xF15C
     0xF15D
     0xF15E
     0xF15F
     0xF160
     0xF161
     0xF162
     0xF163
     0xF164
     0xF165
     0xF166
     0xF167
     0xF168
     0xF169
     0xF16A
     0xF16B
     0xF16C
     0xF16D
     0xF16E
     0xF16F
     0xF170
     0xF171
     0xF172
     0xF173
     0xF174
     0xF175
     0xF176
     0xF177
     0xF178
     0xF179
     0xF17A
     0xF17B
     0xF17C
     0xF17D
     0xF17E
     0xF17F
     0xF180
     0xF181
     0xF182
     0xF183
     0xF184
     0xF185
     0xF186
     0xF187
     0xF188
     0xF189
     0xF18A
     0xF18B
     0xF18C
     0xF18D
     0xF18E
     0xF18F
     0xF190
     0xF191
     0xF192
     0xF193
     0xF194
     0xF195
     0xF196
     0xF197
     0xF198
     0xF199
     0xF19A
     0xF19B
     0xF8E3
     0xF8E4
     0xF8E5
     0xF8E6
     0xF8E7
     0xF8E8
     0xF8E9
     0xF8EA
     0xF8EB
     0xF8EC
     0xF8ED
     0xF8EE
     0xF8EF
     0xF8F0
     0xF8F1
     0xF8F2
     0xF8F3
     0xF8F4
     0xF8F5
     0xF8F6
     0xF8F7
     0xF8F8
     0xF8F9
     0xF8FA
     0xF8FB
     0xF8FC
     0xF8FD
     0xF8FE
